age,gender,vehicle_age,vehicle_type,annual_mileage,accidents_history,traffic_violations,license_years,city_type,credit_score,anti_theft,multi_car,premium
60,male,2,sports,24307,2,0,42,urban,724,no,no,3205
72,female,2,suv,24623,3,0,50,rural,488,yes,no,3134
33,male,4,sports,25249,2,1,15,rural,460,no,no,3240
64,female,18,sports,13229,4,7,46,urban,840,no,no,4916
70,female,0,sedan,31274,1,4,50,urban,680,no,yes,3114
32,female,3,suv,42334,0,4,14,rural,543,no,yes,3402
42,male,3,sports,11595,4,1,24,rural,482,no,yes,3958
53,female,16,hatchback,33602,1,6,35,rural,843,no,yes,3039
28,female,13,suv,43377,0,5,10,urban,847,no,yes,3064
68,male,17,sedan,42876,3,3,50,urban,392,no,yes,4101
32,male,0,truck,39551,2,2,14,rural,667,no,no,2775
21,female,15,sports,47926,0,7,3,urban,458,yes,yes,3642
38,male,2,hatchback,29678,3,4,20,urban,697,yes,no,3764
30,male,8,sedan,27214,1,7,12,urban,479,yes,yes,3763
39,male,3,suv,43599,0,3,21,suburban,737,yes,no,2153
36,male,4,sports,37809,3,5,18,suburban,672,yes,yes,4152
51,female,10,sedan,48954,1,2,33,rural,605,no,yes,2550
31,male,8,sedan,32794,4,4,13,suburban,678,yes,no,3801
21,male,2,hatchback,27593,2,0,3,rural,517,yes,no,2561
65,male,5,truck,33864,3,4,47,rural,628,yes,no,3791
70,female,10,truck,49329,4,2,50,urban,642,yes,no,4109
69,female,8,truck,47636,1,6,50,rural,462,no,yes,3530
63,male,14,suv,8689,0,3,45,rural,457,no,yes,2135
44,male,2,sedan,45363,2,7,26,rural,409,yes,yes,4075
46,female,0,suv,19687,1,6,28,rural,649,yes,yes,3028
64,male,19,sedan,25381,3,0,46,urban,664,yes,yes,2767
45,male,18,hatchback,38093,2,2,27,urban,314,yes,no,3404
52,female,13,hatchback,28589,4,5,34,rural,452,no,yes,4128
25,male,16,suv,6120,2,6,7,suburban,831,no,yes,2748
33,male,13,suv,21491,4,2,15,suburban,699,no,no,3242
59,female,16,hatchback,48638,1,4,41,rural,351,yes,yes,3058
53,female,13,sports,44062,0,7,35,urban,768,no,no,4056
47,male,11,truck,10193,2,5,29,rural,620,yes,yes,2480
35,female,15,truck,28608,0,1,17,rural,666,no,yes,1502
19,male,0,hatchback,20213,0,1,1,urban,785,no,yes,2058
66,male,12,truck,19230,2,6,48,suburban,315,yes,no,3584
30,male,5,sports,23423,2,0,12,rural,710,no,no,3171
21,female,16,sports,22187,0,2,3,urban,573,no,no,2905
43,female,11,sedan,15040,3,3,25,urban,605,yes,yes,2980
42,male,18,suv,5766,3,0,24,rural,391,no,no,3166
47,male,5,truck,34949,2,5,29,urban,757,no,yes,3725
28,female,6,sports,8527,0,6,10,rural,569,yes,yes,2889
24,female,0,suv,16021,0,0,6,suburban,351,no,no,1951
48,female,0,suv,22872,1,6,30,rural,420,yes,no,3433
61,male,4,sedan,41897,0,4,43,suburban,349,yes,no,2835
27,female,5,suv,16758,3,5,9,urban,774,yes,yes,3369
56,female,15,suv,23757,1,7,38,rural,791,yes,no,3305
30,male,15,hatchback,30412,3,3,12,urban,679,yes,yes,3278
48,male,13,sedan,19312,4,2,30,rural,686,yes,yes,3167
24,male,0,sedan,27119,2,5,6,urban,588,yes,no,4128
73,female,12,truck,16804,4,2,50,suburban,753,yes,yes,3084
66,male,19,suv,15983,2,2,48,rural,670,yes,no,2595
59,male,9,truck,34999,3,0,41,urban,483,yes,yes,3401
59,male,9,sports,35557,3,4,41,rural,504,yes,yes,4535
73,male,8,suv,44758,4,0,50,rural,471,yes,yes,4180
53,female,12,sports,33788,2,1,35,suburban,521,yes,no,3668
37,male,2,hatchback,36950,2,1,19,urban,467,no,yes,3685
21,female,17,suv,8983,1,2,3,rural,543,yes,yes,2013
71,female,19,truck,8768,0,4,50,rural,517,yes,yes,2328
24,female,1,truck,6504,1,5,6,rural,355,yes,no,2882
71,male,16,suv,7450,3,2,50,rural,466,no,yes,3214
18,female,18,truck,16236,4,5,0,rural,818,yes,yes,3293
61,male,12,suv,13002,2,2,43,urban,441,no,no,3186
73,male,12,sedan,14891,1,7,50,rural,424,yes,yes,3071
62,male,0,truck,43787,4,0,44,rural,389,no,no,3845
59,female,1,suv,18898,4,7,41,rural,610,no,no,4563
64,male,0,suv,15472,0,2,46,urban,670,no,no,1919
30,male,4,truck,20264,2,2,12,rural,515,no,yes,2755
72,male,2,sedan,22691,4,4,50,rural,740,no,yes,3874
39,female,6,truck,48487,2,4,21,suburban,485,yes,yes,3934
71,female,12,suv,37632,1,6,50,suburban,452,yes,yes,3518
38,female,17,sedan,38743,4,5,20,rural,395,yes,yes,4345
39,male,6,sports,48016,4,4,21,rural,635,no,yes,4749
45,female,0,hatchback,18002,1,2,27,suburban,814,no,no,2374
26,male,4,truck,48386,2,4,8,urban,448,no,no,4112
43,male,16,suv,33250,2,4,25,urban,831,no,no,3606
26,female,7,sedan,48388,4,3,8,suburban,701,yes,yes,3732
32,male,14,sedan,26323,1,3,14,rural,630,no,no,2023
27,female,19,sports,8733,3,1,9,suburban,526,yes,no,3248
41,male,3,truck,46319,2,0,23,urban,657,no,yes,2988
74,female,1,sedan,7223,3,6,50,suburban,615,no,yes,3505
59,male,4,sports,21868,4,6,41,urban,335,no,no,5435
25,male,0,suv,39196,3,0,7,rural,808,no,no,3457
41,male,4,sports,7080,3,4,23,rural,777,no,yes,3743
33,male,5,truck,18776,2,1,15,rural,727,yes,no,2079
66,male,1,sports,5695,4,1,48,urban,749,no,no,3749
43,female,0,sedan,37969,3,5,25,suburban,389,yes,yes,4465
44,male,3,sedan,17049,2,6,26,rural,840,yes,no,2699
54,female,6,hatchback,20628,3,3,36,urban,475,no,yes,3752
21,female,0,sports,13265,2,1,3,rural,719,no,yes,2949
67,female,0,suv,29671,4,2,49,suburban,470,no,no,4656
41,male,7,truck,17460,1,5,23,rural,693,no,no,2461
36,male,19,hatchback,8477,2,6,18,urban,565,no,yes,3370
53,male,15,sports,7202,2,4,35,urban,803,no,yes,3209
56,female,12,suv,28874,3,2,38,rural,433,yes,no,3602
27,male,17,hatchback,46217,4,0,9,rural,325,yes,yes,3374
42,male,19,sedan,16850,0,6,24,urban,576,no,no,2611
35,female,9,truck,44085,0,3,17,rural,399,no,no,2824
36,female,11,sports,25809,1,2,18,rural,741,yes,yes,2544
53,female,0,suv,10350,4,4,35,rural,724,yes,no,3855
27,female,9,sedan,7806,2,7,9,suburban,329,yes,no,3175
50,female,8,hatchback,12163,0,2,32,suburban,795,no,yes,1299
72,female,2,truck,33832,1,2,50,suburban,490,yes,no,3140
67,male,18,hatchback,5185,4,1,49,rural,486,no,yes,2955
22,female,8,hatchback,45838,1,3,4,urban,439,no,yes,3236
64,male,9,suv,29718,0,0,46,rural,619,yes,no,1739
66,male,18,sedan,16545,3,7,48,rural,668,yes,yes,3642
52,male,15,sports,30215,3,4,34,suburban,596,yes,yes,4134
61,female,17,suv,33325,4,5,43,urban,499,no,no,4681
51,male,13,truck,23458,1,5,33,suburban,678,no,no,2611
50,female,2,hatchback,21006,2,4,32,urban,379,yes,no,3497
72,female,1,truck,33544,0,0,50,rural,746,no,no,1822
38,male,0,suv,37969,3,4,20,rural,800,yes,yes,3792
34,female,17,suv,16284,3,1,16,rural,558,no,yes,2849
39,male,8,sports,43478,1,7,21,urban,843,yes,yes,3750
65,male,12,hatchback,32655,3,5,47,suburban,420,no,no,4475
54,female,1,suv,34143,1,6,36,suburban,354,yes,yes,3658
32,male,6,truck,20698,0,5,14,suburban,792,no,no,2168
52,male,15,sports,39870,1,6,34,urban,317,no,no,4176
45,male,18,truck,14102,3,2,27,urban,608,no,no,3116
24,female,14,hatchback,6571,1,1,6,rural,409,yes,yes,1684
49,male,10,sports,42893,3,5,31,suburban,630,no,yes,3845
28,female,0,sports,44465,4,1,10,urban,563,no,no,4865
27,female,6,sports,26553,3,7,9,suburban,567,yes,no,4569
26,male,19,sedan,23543,3,1,8,suburban,734,yes,no,2431
31,male,7,sports,33901,3,0,13,urban,749,no,no,3688
30,female,9,truck,19034,4,5,12,urban,596,no,yes,4216
74,female,4,truck,32120,2,6,50,rural,436,yes,yes,3704
42,male,8,hatchback,6329,3,3,24,rural,696,no,no,2706
19,male,0,suv,46420,2,7,1,rural,483,no,yes,4044
52,female,1,suv,30382,0,6,34,suburban,711,yes,no,2361
24,female,18,sedan,8699,1,7,6,suburban,619,yes,no,2293
38,female,13,sports,43795,2,7,20,rural,625,yes,no,4143
35,female,19,sedan,15667,0,0,17,suburban,716,no,no,1279
20,female,9,hatchback,42591,1,0,2,suburban,389,no,yes,2465
59,male,8,hatchback,47115,3,7,41,suburban,740,yes,no,3928
71,female,9,suv,28459,3,1,50,suburban,374,yes,yes,3151
56,female,5,hatchback,11959,3,3,38,urban,566,no,no,3516
58,male,16,sports,34581,4,0,40,urban,611,yes,no,4126
66,male,5,truck,11210,4,3,48,rural,782,no,yes,3717
28,female,3,hatchback,17517,4,5,10,rural,327,yes,yes,4006
56,female,19,sedan,17620,4,1,38,suburban,641,yes,yes,2654
41,male,2,sports,41744,0,0,23,suburban,725,no,no,2333
63,female,18,hatchback,27804,0,3,45,urban,834,no,no,2081
36,female,17,hatchback,35568,3,4,18,suburban,709,yes,yes,3155
21,male,3,sports,22991,1,6,3,suburban,584,no,yes,3943
43,female,7,hatchback,13912,4,0,25,rural,405,no,no,3528
55,male,16,truck,37527,1,0,37,suburban,803,yes,no,1951
59,male,4,suv,35863,0,0,41,urban,345,no,yes,2788
49,male,12,sports,49827,4,3,31,suburban,746,no,yes,4452
56,male,0,sedan,38458,0,2,38,suburban,443,no,no,2307
62,female,12,hatchback,25407,0,7,44,suburban,836,no,no,2945
63,male,3,suv,17344,2,5,45,suburban,361,yes,no,3102
53,female,13,sedan,41205,0,6,35,suburban,381,yes,no,2626
57,female,2,sedan,7355,3,0,39,urban,635,yes,no,3061
54,female,4,truck,35893,0,4,36,rural,510,yes,yes,2731
50,female,6,suv,5749,4,4,32,suburban,699,yes,no,3249
53,female,0,sports,24435,3,7,35,rural,646,no,yes,4640
20,male,11,suv,43526,0,1,2,rural,497,no,no,2610
26,male,10,suv,23088,3,2,8,urban,676,no,no,3075
25,male,7,sedan,49405,0,2,7,rural,461,yes,no,2401
50,male,5,truck,43842,3,3,32,suburban,507,yes,no,4077
23,female,1,truck,29403,1,1,5,suburban,726,yes,yes,1874
58,male,18,suv,43042,2,6,40,suburban,343,no,no,4137
56,female,19,suv,44177,3,3,38,suburban,790,no,no,3913
21,female,19,hatchback,44056,4,1,3,urban,578,no,no,3572
30,male,13,sedan,27713,2,5,12,rural,445,yes,yes,3191
66,male,0,sports,5885,2,2,48,urban,368,yes,no,3700
19,male,9,sports,38632,0,6,1,rural,821,no,no,2774
22,male,15,truck,44685,3,5,4,urban,410,no,yes,4222
61,female,3,sedan,16686,2,6,43,urban,848,no,no,3702
44,female,10,truck,8054,4,3,26,urban,354,yes,yes,3640
49,male,15,sports,13977,4,1,31,suburban,522,yes,yes,3552
38,female,19,suv,30032,4,2,20,suburban,823,no,no,3731
25,female,0,sedan,13536,0,2,7,urban,445,no,no,2384
55,female,15,sedan,20070,1,7,37,rural,563,yes,yes,3087
25,male,18,hatchback,21937,3,6,7,rural,843,no,no,3274
67,female,8,suv,26500,2,6,49,suburban,767,no,no,3750
20,male,8,suv,45451,3,6,2,urban,486,yes,yes,4747
71,male,8,truck,15011,2,0,50,suburban,642,no,yes,2364
61,female,16,sedan,13896,0,7,43,suburban,398,no,no,2554
20,female,11,truck,34799,3,3,2,suburban,605,no,no,2797
39,male,12,suv,19582,0,0,21,urban,498,yes,no,2231
23,female,7,hatchback,44958,0,7,5,urban,453,no,no,3779
19,female,15,sedan,46912,3,6,1,suburban,395,no,yes,4163
40,male,17,suv,5814,3,6,22,urban,658,yes,no,3638
61,male,0,hatchback,14740,2,2,43,rural,698,no,no,2532
19,male,0,sports,29719,4,3,1,rural,675,no,no,4221
55,male,11,suv,40545,0,3,37,suburban,627,yes,yes,2721
34,female,5,sports,25150,1,5,16,rural,571,no,yes,3589
52,female,8,truck,9958,2,4,34,suburban,594,no,no,2969
51,male,4,sports,8825,2,7,33,suburban,694,no,yes,3347
40,male,15,suv,19800,4,1,22,suburban,771,yes,yes,3259
47,male,17,sports,14999,4,4,29,urban,847,no,no,4138
69,female,16,sedan,25854,0,4,50,urban,317,yes,yes,2751
25,male,17,suv,32315,2,6,7,urban,376,yes,yes,3853
39,female,0,hatchback,44540,2,2,21,urban,348,yes,no,3596
61,male,18,sports,14481,1,5,43,suburban,797,yes,yes,2851
53,male,7,sedan,22246,0,1,35,urban,725,yes,yes,1846
22,male,2,truck,27601,0,6,4,rural,428,yes,no,2967
30,female,4,truck,15677,4,6,12,rural,818,yes,no,4007
46,female,7,sports,34552,0,4,28,urban,603,no,yes,3346
48,female,18,truck,27322,1,4,30,rural,411,no,no,3070
64,male,17,hatchback,7355,0,3,46,rural,662,yes,no,1632
74,female,17,suv,14157,3,2,50,urban,365,no,yes,3797
72,female,0,sedan,40163,3,4,50,suburban,330,no,yes,4554
33,male,14,sports,30914,1,1,15,suburban,594,no,no,2761
59,male,17,truck,38292,4,0,41,suburban,618,yes,no,3068
47,female,6,suv,5561,2,6,29,urban,313,no,no,3592
74,female,15,hatchback,13167,0,0,50,suburban,541,yes,yes,1548
72,female,15,truck,21184,4,2,50,suburban,652,yes,yes,3395
33,female,14,truck,29497,4,0,15,rural,547,no,yes,3221
29,male,5,sedan,28800,0,3,11,suburban,767,yes,no,1996
34,male,8,hatchback,42432,2,3,16,urban,687,yes,yes,3131
33,male,6,hatchback,6205,0,1,15,suburban,741,yes,yes,1079
29,female,13,sports,17039,2,5,11,rural,641,no,no,3380
25,female,10,sedan,40006,1,2,7,rural,815,no,yes,2711
37,male,15,sports,22544,2,2,19,rural,344,no,no,3268
20,male,5,sedan,17987,4,6,2,rural,718,yes,no,3668
33,female,15,hatchback,10239,1,0,15,suburban,502,no,no,1629
47,female,19,sedan,49785,3,4,29,rural,838,no,no,3501
62,male,15,sedan,28358,1,4,44,rural,685,no,no,2334
40,male,11,sedan,22138,2,5,22,rural,659,yes,yes,2876
45,male,16,suv,27984,1,6,27,suburban,767,yes,no,2929
68,female,4,suv,33428,1,4,50,urban,504,no,no,3885
57,female,12,hatchback,14096,3,5,39,rural,546,yes,no,3386
71,female,7,sedan,29536,2,7,50,rural,348,no,no,4092
22,female,4,hatchback,7621,4,6,4,rural,665,no,yes,3625
37,female,11,suv,40958,1,7,19,suburban,552,yes,yes,3677
57,female,8,sedan,8948,0,1,39,suburban,377,yes,yes,1445
73,male,2,sports,6287,4,2,50,rural,716,yes,yes,3791
61,male,2,suv,28902,1,0,43,urban,334,yes,no,2990
18,female,0,suv,26164,4,1,0,rural,737,yes,no,3383
74,male,17,suv,20668,0,3,50,urban,611,yes,no,2358
47,female,11,sedan,6772,4,3,29,urban,442,no,yes,3994
38,male,8,truck,37238,4,3,20,suburban,496,no,no,3945
37,female,8,sports,43968,0,5,19,suburban,559,yes,yes,3451
23,male,17,sports,20762,0,5,5,suburban,665,yes,no,2528
39,male,17,hatchback,40906,0,6,21,urban,491,no,no,3204
35,female,6,sedan,12213,3,2,17,urban,786,no,yes,3221
25,female,3,suv,19941,0,3,7,urban,833,yes,no,2246
56,male,12,truck,35345,4,5,38,suburban,323,yes,no,3965
49,male,16,sedan,40184,0,6,31,suburban,374,no,no,3176
50,female,1,sedan,20964,1,5,32,suburban,693,no,no,2680
70,male,13,truck,31855,0,4,50,rural,757,no,no,1938
33,female,2,suv,22968,0,5,15,urban,409,no,yes,3093
29,female,4,sedan,6046,2,3,11,urban,389,no,no,2802
55,male,13,sports,19909,4,1,37,rural,336,yes,no,4178
69,female,2,sports,18578,4,3,50,urban,606,no,yes,4529
51,male,6,truck,28368,1,6,33,urban,361,yes,no,3347
31,male,17,suv,33599,3,6,13,rural,604,no,no,3934
53,female,12,truck,10719,2,6,35,urban,478,yes,no,3591
50,male,9,sedan,20960,1,4,32,suburban,839,no,no,2387
40,female,12,sports,28606,1,3,22,rural,743,yes,no,2593
67,female,15,hatchback,20624,4,0,49,urban,818,no,no,3153
62,female,8,truck,44179,2,4,44,suburban,335,yes,yes,3502
19,male,1,hatchback,45842,4,2,1,urban,777,no,yes,4246
58,female,4,hatchback,15352,3,3,40,rural,372,yes,no,3050
38,male,16,sports,35885,4,5,20,suburban,329,yes,no,4808
19,female,3,truck,20003,0,1,1,urban,602,yes,no,1650
44,female,16,hatchback,14223,4,3,26,rural,646,yes,no,3321
74,female,8,sedan,36433,0,1,50,urban,810,no,no,2375
26,male,19,suv,17718,1,6,8,urban,816,no,yes,3006
18,male,1,suv,6315,3,6,0,suburban,364,yes,no,3596
28,female,17,sports,26553,0,0,10,urban,752,no,yes,1969
20,female,10,truck,29682,3,2,2,rural,828,yes,no,2778
69,male,12,truck,24464,4,5,50,rural,668,no,yes,4059
40,male,7,suv,46704,4,4,22,suburban,336,no,yes,4884
43,male,0,sedan,36419,1,7,25,suburban,680,yes,yes,3107
21,female,16,suv,18767,4,7,3,urban,518,no,yes,4518
35,male,11,suv,11466,0,4,17,rural,545,yes,no,2027
72,female,3,truck,36028,1,2,50,suburban,849,no,no,2608
23,male,12,hatchback,42858,3,0,5,urban,550,no,no,3619
52,female,8,sedan,9240,1,0,34,urban,645,no,no,2219
39,female,6,truck,36459,3,6,21,rural,771,yes,no,3758
60,female,4,suv,30396,2,3,42,rural,421,no,yes,3720
32,male,4,hatchback,21795,0,0,14,urban,625,yes,no,1479
39,male,16,sedan,29689,0,3,21,rural,827,yes,yes,1807
54,male,8,sports,19910,3,1,36,urban,420,no,no,4126
69,female,5,sedan,7446,4,2,50,urban,438,yes,yes,3790
59,female,18,sedan,8346,4,1,41,rural,386,no,no,3237
29,male,15,suv,45517,2,7,11,suburban,429,yes,yes,4105
64,female,1,suv,9142,3,1,46,urban,551,no,yes,3734
66,female,9,sports,21070,2,1,48,rural,659,yes,no,3200
59,female,15,sports,12087,3,1,41,urban,729,yes,yes,2908
55,male,4,sports,28752,2,4,37,urban,346,yes,yes,4512
35,female,14,truck,20635,3,0,17,urban,800,yes,no,2335
62,male,12,truck,27218,0,2,44,rural,724,no,yes,1936
52,male,12,suv,36873,2,7,34,rural,674,no,yes,4238
47,male,12,suv,47965,2,7,29,rural,410,yes,no,4255
41,male,14,sports,19724,3,2,23,suburban,526,yes,yes,3725
59,male,13,truck,36351,1,7,41,urban,338,yes,yes,3714
47,female,7,hatchback,36433,1,7,29,suburban,434,yes,yes,3642
31,male,10,truck,14261,0,5,13,urban,594,no,yes,2712
23,male,17,suv,18479,4,1,5,rural,333,no,no,3344
20,male,3,truck,20804,4,7,2,urban,727,no,no,4298
33,female,9,suv,32245,0,2,15,urban,367,yes,no,2451
24,female,0,sports,17827,4,6,6,urban,498,no,no,5152
69,female,4,sports,47368,3,3,50,suburban,558,no,no,4698
31,female,12,sports,49700,1,2,13,rural,436,yes,no,3496
26,male,0,hatchback,17040,0,6,8,rural,680,no,yes,2128
32,male,7,hatchback,24477,3,1,14,urban,823,yes,yes,2951
38,female,2,suv,21127,0,2,20,rural,537,yes,yes,2284
52,female,2,sedan,26182,1,0,34,suburban,583,yes,no,2369
19,female,6,hatchback,31049,4,1,1,suburban,757,yes,no,3230
44,female,3,suv,29527,3,4,26,rural,434,yes,yes,3930
19,male,2,truck,17473,1,7,1,suburban,381,yes,yes,2907
52,female,14,sports,21709,0,6,34,suburban,508,yes,no,3200
35,female,7,sports,38974,2,0,17,rural,702,no,yes,3113
31,female,2,sports,47464,3,2,13,rural,487,no,no,4679
37,female,6,suv,18714,0,4,19,urban,792,yes,yes,2599
35,female,17,sports,39208,0,5,17,urban,554,no,no,3379
27,female,10,hatchback,36945,1,7,9,suburban,622,no,yes,3197
42,female,10,truck,26568,0,0,24,rural,724,no,no,1654
19,male,16,sports,14147,3,5,1,suburban,714,yes,yes,3218
42,male,5,suv,21267,3,3,24,rural,466,no,no,3826
71,male,7,truck,46514,0,0,50,suburban,784,yes,yes,2159
50,male,0,sports,36452,1,4,32,suburban,735,yes,yes,3189
53,male,9,sedan,10136,3,5,35,suburban,831,yes,yes,3035
48,male,18,sports,37579,2,3,30,urban,780,yes,no,3708
31,female,2,hatchback,36516,4,7,13,rural,479,yes,yes,4819
18,female,3,truck,16446,1,5,0,suburban,370,yes,yes,2526
63,male,10,hatchback,29524,1,2,45,urban,740,yes,no,2786
33,female,14,sedan,18188,4,1,15,suburban,438,no,yes,2962
71,male,0,sedan,43587,4,7,50,suburban,401,no,yes,5441
63,female,8,hatchback,45837,3,5,45,rural,767,yes,yes,3971
69,female,10,truck,10560,0,2,50,suburban,582,no,yes,1881
20,female,18,sedan,48227,0,1,2,rural,328,no,yes,2417
52,female,12,sedan,41397,2,1,34,urban,317,yes,yes,3148
58,female,15,sports,16657,0,4,40,urban,807,no,yes,2821
23,female,3,suv,43082,2,6,5,suburban,319,yes,no,4079
42,male,0,sedan,23840,2,3,24,urban,625,no,yes,3184
30,male,19,truck,46430,1,6,12,rural,655,yes,no,2725
70,female,12,truck,45397,1,7,50,rural,732,yes,yes,3228
51,male,0,sports,16324,3,3,33,urban,698,no,no,4056
25,female,4,truck,30247,4,0,7,rural,317,yes,no,3324
38,male,4,sports,22558,4,2,20,rural,849,no,yes,4035
51,female,13,sedan,24943,2,4,33,suburban,675,yes,no,2636
21,male,13,sedan,44460,4,5,3,suburban,639,yes,yes,4149
42,female,7,sedan,46986,2,2,24,rural,449,no,no,3757
32,male,3,sedan,49514,4,5,14,urban,532,no,no,4995
21,female,6,suv,20372,3,6,3,rural,403,no,no,4206
62,male,19,suv,17631,1,7,44,suburban,520,yes,no,3185
29,female,18,sedan,6472,1,5,11,urban,325,no,yes,2567
49,female,14,truck,31955,2,6,31,rural,363,yes,yes,3488
49,female,3,sports,35802,4,6,31,urban,553,no,no,5633
45,male,18,hatchback,9872,0,5,27,urban,548,no,no,2145
30,male,8,sports,32547,3,0,12,urban,430,no,yes,4206
48,male,12,hatchback,48341,4,6,30,rural,329,no,no,4844
31,female,13,hatchback,18691,0,0,13,suburban,309,no,no,1833
37,male,13,sedan,49250,3,4,19,urban,388,yes,yes,4396
35,female,9,hatchback,9753,3,0,17,urban,729,yes,no,2559
46,male,15,sedan,6833,1,4,28,rural,446,no,no,2370
23,male,4,suv,43696,2,0,5,suburban,426,no,no,3533
49,male,5,truck,13645,4,3,31,suburban,423,no,yes,4226
46,male,1,hatchback,44584,3,4,28,rural,640,yes,no,3638
60,female,12,truck,35441,4,3,42,urban,817,yes,no,4187
19,male,12,sedan,45024,3,6,1,rural,350,no,yes,4074
40,male,18,hatchback,48317,1,3,22,suburban,697,yes,yes,2428
36,female,17,sports,20062,2,7,18,urban,613,yes,yes,3798
48,female,18,suv,14635,0,4,30,urban,813,no,yes,2399
68,male,0,suv,25064,0,2,50,suburban,801,yes,yes,1926
22,male,7,hatchback,14940,1,6,4,urban,829,yes,no,3013
36,female,15,suv,40169,3,6,18,rural,718,yes,no,4045
51,female,1,sports,18111,1,1,33,suburban,493,yes,no,3084
27,female,7,truck,49131,2,7,9,suburban,611,no,no,3703
42,male,5,sports,34739,0,0,24,urban,598,yes,no,3095
19,male,15,suv,47746,4,5,1,suburban,628,yes,yes,3591
28,male,10,truck,22793,0,0,10,rural,775,yes,yes,1334
67,female,16,sports,23146,2,5,49,suburban,416,no,yes,4039
48,female,18,sedan,38677,3,2,30,urban,563,no,yes,3466
73,female,10,sedan,5760,1,1,50,suburban,816,no,no,1861
32,male,7,truck,28022,0,2,14,urban,818,no,yes,2233
26,female,3,truck,10612,0,1,8,urban,320,no,no,1676
40,male,10,truck,41008,4,4,22,rural,776,no,no,3732
36,female,7,sedan,32265,1,4,18,suburban,848,no,yes,3033
26,male,8,sports,5530,4,5,8,rural,472,yes,no,4233
52,male,1,truck,14551,4,3,34,rural,361,yes,yes,3981
38,female,15,sedan,33394,3,3,20,suburban,505,yes,yes,3708
26,male,5,truck,47987,0,5,8,rural,478,yes,yes,3043
45,female,18,truck,7560,1,7,27,rural,641,no,yes,2659
63,male,7,truck,23561,3,4,45,urban,739,yes,yes,3158
68,female,13,sedan,10103,3,7,50,rural,374,yes,no,3750
24,female,15,sports,29090,3,5,6,suburban,589,no,no,3710
33,male,11,sedan,22921,2,3,15,urban,443,yes,no,2859
33,female,4,sedan,47233,2,5,15,rural,507,no,yes,3790
50,male,18,truck,7781,3,4,32,rural,571,no,no,3102
21,female,17,hatchback,22330,2,2,3,suburban,714,yes,no,2204
21,female,8,hatchback,10257,1,0,3,rural,696,yes,no,1386
56,female,1,hatchback,39956,0,4,38,suburban,683,no,yes,2590
57,female,19,sedan,43831,1,5,39,rural,560,yes,yes,3261
34,male,11,truck,20615,0,4,16,rural,466,no,no,2383
54,female,1,hatchback,5881,2,4,36,suburban,317,yes,no,2780
56,female,9,suv,6847,1,3,38,urban,546,yes,no,2686
69,male,0,suv,44367,4,5,50,suburban,595,yes,no,4974
46,male,3,suv,27110,3,3,28,urban,713,no,yes,3772
69,male,11,sports,42336,0,5,50,urban,619,no,no,3360
53,male,8,truck,21314,0,3,35,suburban,480,yes,no,2437
55,male,3,sedan,35118,4,3,37,suburban,595,yes,no,4327
56,male,8,sedan,44931,4,2,38,rural,360,no,yes,4086
67,female,5,truck,48924,3,4,49,rural,508,no,yes,4296
54,male,0,sports,27966,2,7,36,urban,465,no,no,5281
